"告示番号※2",施設名,医療機関コード,都道府県,病院類型,DPC算定病床数,DPC算定病床の入院基本料,"DPC算定病床割合※3","精神病床数※4",療養病床数,結核病床数,"病床総数※5"
1481,医療法人財団興和会右田病院,2913754,東京,平成19年度新規DPC準備病院,82,一般10対1,100.0%,0,0,0,82
1482,医療法人社団　KNI　北原国際病院,2971042,東京,平成19年度新規DPC準備病院,71,一般7対1,100.0%,0,0,0,71
1483,医療法人社団　永生会　南多摩病院,2971158,東京,平成19年度新規DPC準備病院,170,一般10対1,100.0%,0,0,0,170
1484,医療法人財団慈生会　野村病院,3613866,東京,平成19年度新規DPC準備病院,69,一般10対1,63.3%,0,0,0,109
1485,三浦市立病院,2700037,神奈川,平成19年度新規DPC準備病院,123,一般10対1,90.4%,0,0,0,136
1486,福井厚生病院,0118701,福井,平成19年度新規DPC準備病院,111,一般10対1,54.2%,50,0,0,205
1487,多治見市民病院,1100505,岐阜,平成19年度新規DPC準備病院,90,一般10対1,90.9%,0,0,0,99
1488,JA静岡厚生連　静岡厚生病院,4110039,静岡,平成19年度新規DPC準備病院,213,一般7対1,80.4%,0,0,0,265
1489,医療法人蜂友会　はちや整形外科病院,0102377,愛知,平成19年度新規DPC準備病院,52,一般13対1,100.0%,0,0,0,52
1490,医療法人　鉄友会　宇野病院,2102169,愛知,平成19年度新規DPC準備病院,34,一般10対1,25.2%,0,40,0,135
1491,社会福祉法人　京都社会事業財団　西陣病院,0200244,京都,平成19年度新規DPC準備病院,202,一般7対1,74.8%,0,0,0,270
1492,医療法人健康会　総合病院京都南病院,0402832,京都,平成19年度新規DPC準備病院,271,一般10対1,88.6%,0,0,0,306
1493,医療法人　邦徳会　邦和病院,0120540,大阪,平成19年度新規DPC準備病院,60,一般15対1,57.1%,0,45,0,105
1494,医療法人徳洲会　野崎徳洲会病院,1902102,大阪,平成19年度新規DPC準備病院,199,一般10対1,100.0%,0,0,0,199
1495,医療法人清翠会　牧病院,3104251,大阪,平成19年度新規DPC準備病院,74,一般7対1,92.5%,0,0,0,80
1496,医療法人　医仁会　藤本病院,3801393,大阪,平成19年度新規DPC準備病院,117,一般10対1,66.1%,0,60,0,177
1497,医療法人　大道会　森之宮病院,4405723,大阪,平成19年度新規DPC準備病院,133,一般7対1,37.9%,0,0,0,351
1498,医療法人弘善会　矢木脳神経外科病院,5904807,大阪,平成19年度新規DPC準備病院,92,一般10対1,100.0%,0,0,0,92
1499,医療法人康雄会　西病院,0203121,兵庫,平成19年度新規DPC準備病院,56,一般13対1,48.3%,0,56,0,116
1500,医療法人社団　光風会　長久病院,4007124,兵庫,平成19年度新規DPC準備病院,45,一般10対1,90.0%,0,0,0,50
1501,医療法人　桂会　平尾病院,1201370,奈良,平成19年度新規DPC準備病院,99,一般10対1,100.0%,0,0,0,99
1502,町立大淀病院,1701023,奈良,平成19年度新規DPC準備病院,155,一般10対1,100.0%,0,0,0,155
1503,総合病院松江生協病院,0111773,島根,平成19年度新規DPC準備病院,156,一般7対1,46.9%,0,0,0,333
1504,医療法人　創和会　しげい病院,0210145,岡山,平成19年度新規DPC準備病院,50,一般10対1,24.0%,0,110,0,208
1505,医療法人誠和会　倉敷紀念病院,0210418,岡山,平成19年度新規DPC準備病院,50,一般7対1,25.8%,0,50,0,194
1506,亀井病院,0125415,徳島,平成19年度新規DPC準備病院,42,一般10対1,100.0%,0,0,0,42
1507,阿南医師会中央病院,0410023,徳島,平成19年度新規DPC準備病院,135,一般7対1,90.0%,0,0,0,150
1508,社会医療法人財団エム・アイ・ユー麻田総合病院,0211065,香川,平成19年度新規DPC準備病院,171,一般10対1,57.0%,0,20,0,300
1509,医療法人　三和会　国吉病院,0110265,高知,平成19年度新規DPC準備病院,57,一般10対1,53.8%,0,37,0,106
1510,社会医療法人　栄光会　栄光病院,0419481,福岡,平成19年度新規DPC準備病院,58,一般7対1,32.6%,0,0,0,178
1511,医療法人社団江頭会　さくら病院,1118751,福岡,平成19年度新規DPC準備病院,48,一般7対1,31.6%,0,0,0,152
1512,福岡逓信病院,1119775,福岡,平成19年度新規DPC準備病院,141,一般7対1,73.4%,0,45,0,192
1513,福岡整形外科病院,1219179,福岡,平成19年度新規DPC準備病院,124,一般10対1,70.9%,0,0,0,175
1514,財団法人　小倉地区医療協会　三萩野病院,7719131,福岡,平成19年度新規DPC準備病院,151,一般7対1,83.4%,0,0,0,181
1515,社会保険　小倉記念病院,7910631,福岡,平成19年度新規DPC準備病院,658,一般7対1,100.0%,0,0,0,658
1516,諫早記念病院,0411056,長崎,平成19年度新規DPC準備病院,44,一般7対1,51.2%,0,22,0,86
1517,医療法人光善会　長崎百合野病院,1112026,長崎,平成19年度新規DPC準備病院,112,一般7対1,70.0%,0,0,0,160
1518,市民の森病院,0113923,宮崎,平成19年度新規DPC準備病院,55,一般7対1,50.9%,0,0,0,108
1519,医療法人慈風会　厚地脳神経外科病院,0115521,鹿児島,平成19年度新規DPC準備病院,60,一般7対1,100.0%,0,0,0,60
1520,医療法人　青雲会　青雲会病院,4510628,鹿児島,平成19年度新規DPC準備病院,100,一般10対1,73.5%,0,0,0,136
1521,医療法人　彰和会　北海道消化器科病院,0215779,北海道,平成20年度新規DPC準備病院,211,一般7対1,100.0%,0,0,0,211
1522,医療法人社団　蘭友会　札幌里塚病院,0316387,北海道,平成20年度新規DPC準備病院,99,一般10対1,100.0%,0,0,0,99
1523,医療法人清田病院,0317658,北海道,平成20年度新規DPC準備病院,102,一般10対1,83.6%,0,0,0,122
1524,医療法人　仁友会　北彩都病院,2918511,北海道,平成20年度新規DPC準備病院,116,一般10対1,100.0%,0,0,0,116
1525,医療法人社団医修会　大川原脳神経外科病院,3512297,北海道,平成20年度新規DPC準備病院,71,一般10対1,46.4%,0,0,0,153
1526,医療法人社団博愛会　開西病院,4613235,北海道,平成20年度新規DPC準備病院,80,一般10対1,40.8%,0,60,0,196
1527,特別医療法人明生会道東脳神経外科病院,5012544,北海道,平成20年度新規DPC準備病院,36,一般7対1,100.0%,0,0,0,36
1528,財団法人　総合花巻病院,0510136,岩手,平成20年度新規DPC準備病院,120,一般7対1,63.5%,0,0,0,189
1529,公立高畠病院,2610451,山形,平成20年度新規DPC準備病院,64,一般10対1,49.2%,0,41,0,130
1530,医療法人　社団　慶友会　慶友整形外科病院,2610174,群馬,平成20年度新規DPC準備病院,99,一般7対1,76.7%,0,0,0,129
1531,公益財団法人　日本心臓血圧研究振興会　附属　榊原記念病院,3870086,東京,平成20年度新規DPC準備病院,320,一般7対1,100.0%,0,0,0,320
1532,医療法人社団桐光会　調布病院,4270054,東京,平成20年度新規DPC準備病院,128,一般10対1,85.3%,0,22,0,150
1533,医療法人　社団若林会　湘南中央病院,2201689,神奈川,平成20年度新規DPC準備病院,92,一般10対1,46.2%,0,43,0,199
1534,かみいち総合病院,1610211,富山,平成20年度新規DPC準備病院,147,一般10対1,67.1%,60,0,0,219
1535,医療法人　林病院,0314383,福井,平成20年度新規DPC準備病院,146,一般10対1,67.6%,0,0,0,216
1536,常滑市民病院,3500163,愛知,平成20年度新規DPC準備病院,285,一般7対1,100.0%,0,0,0,285
1537,医療法人社団　敬誠会　合志病院,3022338,兵庫,平成20年度新規DPC準備病院,84,一般10対1,84.0%,0,0,0,100
1538,和歌山中央医療生活協同組合　和歌山生協病院,0110637,和歌山,平成20年度新規DPC準備病院,93,一般7対1,62.4%,0,0,0,149
1539,財団法人倉敷中央病院　倉敷リバーサイド病院,0212372,岡山,平成20年度新規DPC準備病院,130,一般10対1,92.9%,0,0,0,140
1540,医療法人社団　清風会　五日市記念病院,0216968,広島,平成20年度新規DPC準備病院,60,一般7対1,37.5%,0,40,0,160
1541,医療法人明和会　田蒔病院,0124335,徳島,平成20年度新規DPC準備病院,22,一般10対1,36.7%,0,20,0,60
1542,医療法人　沖縄徳洲会　宇和島徳洲会病院,0310379,愛媛,平成20年度新規DPC準備病院,140,一般10対1,56.9%,0,0,0,246
1543,市立大洲病院,0710404,愛媛,平成20年度新規DPC準備病院,154,一般7対1,95.1%,0,0,8,162
1544,医療法人竹下会　竹下病院,0115751,高知,平成20年度新規DPC準備病院,44,一般10対1,51.8%,0,0,0,85
1545,国家公務員共済組合連合会　千早病院,0319210,福岡,平成20年度新規DPC準備病院,200,一般7対1,100.0%,0,0,0,200
1546,医療法人　原土井病院,0319251,福岡,平成20年度新規DPC準備病院,117,一般7対1,23.5%,0,178,0,498
1547,医療法人八木厚生会　八木病院,0319293,福岡,平成20年度新規DPC準備病院,54,一般7対1,42.5%,0,39,0,127
1548,医療法人　井上会　篠栗病院,0419036,福岡,平成20年度新規DPC準備病院,82,一般10対1,29.1%,90,58,0,282
1549,財団法人　福岡県社会保険医療協会　社会保険仲原病院,0419127,福岡,平成20年度新規DPC準備病院,122,一般7対1,90.4%,0,0,0,135
1550,医療法人社団　誠和会　牟田病院,1118819,福岡,平成20年度新規DPC準備病院,56,一般10対1,34.4%,0,60,0,163
1551,医療法人恵光会　原病院,1219229,福岡,平成20年度新規DPC準備病院,45,一般10対1,20.5%,0,77,0,220
1552,医療法人　社団誠心会　萩原中央病院,6619274,福岡,平成20年度新規DPC準備病院,100,一般10対1,83.3%,0,0,0,120
1553,医療法人　謙仁会　山元記念病院,0511773,佐賀,平成20年度新規DPC準備病院,51,一般10対1,34.0%,0,96,0,150
1554,社会保険浦之崎病院,9810697,佐賀,平成20年度新規DPC準備病院,54,一般10対1,57.5%,0,40,0,94
1555,医療法人社団　中津胃腸病院,0311643,大分,平成20年度新規DPC準備病院,104,一般7対1,92.9%,0,0,0,112
1556,都城市郡医師会病院,0211438,宮崎,平成20年度新規DPC準備病院,172,一般7対1,100.0%,0,0,0,172
1557,医療法人　潤愛会　鮫島病院,0119788,鹿児島,平成20年度新規DPC準備病院,60,一般10対1,100.0%,0,0,0,60
1558,垂水市立医療センター　垂水中央病院,1410186,鹿児島,平成20年度新規DPC準備病院,103,一般7対1,81.8%,0,0,0,126
1559,医療法人徳洲会　名瀬徳洲会病院,4210252,鹿児島,平成20年度新規DPC準備病院,155,一般10対1,60.8%,0,60,0,255
1560,医療法人八重瀬会　同仁病院,0810609,沖縄,平成20年度新規DPC準備病院,90,一般10対1,58.4%,0,54,0,154
1561,医療法人　麻生整形外科病院,0214095,北海道,平成21年度新規DPC準備病院,39,一般10対1,73.6%,0,0,0,53
1562,特定医療法人　白石脳神経外科病院,0315355,北海道,平成21年度新規DPC準備病院,69,一般7対1,67.0%,0,0,0,103
1563,医療法人潤和会　札幌ひばりが丘病院,0316676,北海道,平成21年度新規DPC準備病院,97,一般7対1,55.1%,0,50,0,176
1564,総合病院　浦河赤十字病院,3810089,北海道,平成21年度新規DPC準備病院,214,一般10対1,77.0%,60,0,4,278
1565,北村山公立病院,1710195,山形,平成21年度新規DPC準備病院,300,一般10対1,83.8%,0,0,0,358
1566,医療法人　恒貴会　協和中央病院,0611152,茨城,平成21年度新規DPC準備病院,183,一般10対1,92.0%,0,0,0,199
1567,（医）社団善仁会　小山記念病院,2210391,茨城,平成21年度新規DPC準備病院,190,一般7対1,84.8%,0,30,0,224
1568,医療法人社団　高裕会　深川立川病院,0870964,東京,平成21年度新規DPC準備病院,44,一般10対1,100.0%,0,0,0,44
1569,綾瀬循環器病院,2170231,東京,平成21年度新規DPC準備病院,54,一般7対1,100.0%,0,0,0,54
1570,医療法人社団　明芳会　イムス葛飾ハートセンター,2271088,東京,平成21年度新規DPC準備病院,50,一般7対1,100.0%,0,0,0,50
1571,相模原中央病院,2604916,神奈川,平成21年度新規DPC準備病院,169,一般10対1,100.0%,0,0,0,169
1572,独立行政法人　国立病院機構　神奈川病院,9900010,神奈川,平成21年度新規DPC準備病院,204,一般10対1,55.1%,0,0,50,370
1573,南部郷総合病院,1710574,新潟,平成21年度新規DPC準備病院,74,一般10対1,45.7%,0,44,0,162
1574,医療法人西能病院,0113258,富山,平成21年度新規DPC準備病院,40,一般10対1,43.5%,0,0,0,92
1575,公立南砺中央病院,2010817,富山,平成21年度新規DPC準備病院,145,一般10対1,87.4%,0,21,0,166
1576,公立森町病院,6310082,静岡,平成21年度新規DPC準備病院,85,一般7対1,64.9%,0,0,0,131
1577,総合青山病院,2602036,愛知,平成21年度新規DPC準備病院,137,一般7対1,59.6%,0,52,0,230
1578,医療法人生登会　寺元記念病院,0701513,大阪,平成21年度新規DPC準備病院,107,一般10対1,66.9%,0,0,0,160
1579,医療法人敬仁会　今里胃腸病院,2206420,大阪,平成21年度新規DPC準備病院,76,一般10対1,63.3%,0,0,0,120
1580,医療法人　野上病院,5601296,大阪,平成21年度新規DPC準備病院,60,一般10対1,36.8%,0,43,0,163
1581,医療法人　青心会　郡山青藍病院,0201207,奈良,平成21年度新規DPC準備病院,100,一般10対1,71.4%,0,40,0,140
1582,医療法人　十字会　野島病院,0310277,鳥取,平成21年度新規DPC準備病院,125,一般10対1,53.7%,0,0,0,233
1583,医療法人若葉会近藤内科病院,0125399,徳島,平成21年度新規DPC準備病院,29,一般10対1,52.7%,0,0,0,55
1584,さぬき市民病院,7011351,香川,平成21年度新規DPC準備病院,179,一般10対1,91.8%,0,0,0,195
1585,社会医療法人　真泉会　今治第一病院,0228092,愛媛,平成21年度新規DPC準備病院,90,一般7対1,100.0%,0,0,0,90
1586,社会福祉法人恩賜財団済生会支部福岡県済生会大牟田病院,4419164,福岡,平成21年度新規DPC準備病院,196,一般13対1,100.0%,0,0,0,196
1587,（社）遠賀中間医師会　遠賀中間医師会おんが病院,6111363,福岡,平成21年度新規DPC準備病院,94,一般7対1,94.0%,0,0,0,100
1588,独立行政法人国立病院機構都城病院,8010022,宮崎,平成21年度新規DPC準備病院,299,一般7対1,97.4%,0,0,0,307
1589,医療法人サンプラザ　新札幌循環器病院,0316197,北海道,平成22年度新規DPC準備病院,99,一般7対1,100.0%,0,0,0,99
1590,医療法人社団　朋仁会　整形外科　北新病院,0318987,北海道,平成22年度新規DPC準備病院,23,一般10対1,44.2%,0,0,0,52
1591,財団法人北海道石炭同交振興会　同交会病院,0410420,北海道,平成22年度新規DPC準備病院,112,一般10対1,78.3%,0,25,0,143
1592,社会医療法人　社団　即仁会　北広島病院,1310223,北海道,平成22年度新規DPC準備病院,42,一般10対1,46.7%,0,40,0,90
1593,市立小樽病院,2010103,北海道,平成22年度新規DPC準備病院,208,一般7対1,93.3%,0,0,15,223
1594,小樽市立脳・循環器・こころの医療センター,2010145,北海道,平成22年度新規DPC準備病院,122,一般7対1,55.0%,100,0,0,222
1595,独立行政法人国立病院機構　北海道医療センター,8010040,北海道,平成22年度新規DPC準備病院,330,一般10対1,66.0%,40,0,50,500
1596,独立行政法人国立病院機構弘前病院,8010114,青森,平成22年度新規DPC準備病院,342,一般10対1,100.0%,0,0,0,342
1597,秋田社会保険病院,0210834,秋田,平成22年度新規DPC準備病院,167,一般10対1,100.0%,0,0,0,167
1598,大館市立総合病院,0410194,秋田,平成22年度新規DPC準備病院,377,一般7対1,76.5%,110,0,6,493
1599,総合病院　水戸協同病院,0110478,茨城,平成22年度新規DPC準備病院,225,一般10対1,100.0%,0,0,0,225
1600,社会医療法人　博愛会　菅間記念病院,1210060,栃木,平成22年度新規DPC準備病院,190,一般10対1,67.9%,0,60,0,280
1601,医療法人　卓和会　藤井脳神経外科病院,2110293,栃木,平成22年度新規DPC準備病院,56,一般10対1,49.6%,0,0,0,113
1602,独立行政法人国立病院機構　栃木病院,7110041,栃木,平成22年度新規DPC準備病院,419,一般7対1,94.6%,0,0,0,443
1603,メディカルトピア草加病院,1801091,埼玉,平成22年度新規DPC準備病院,149,一般7対1,100.0%,0,0,0,149
1604,地方独立行政法人　さんむ医療センター,5310354,千葉,平成22年度新規DPC準備病院,332,一般10対1,97.7%,0,0,0,340
1605,医療法人社団緑眞会　世田谷下田総合病院,1270586,東京,平成22年度新規DPC準備病院,75,一般7対1,100.0%,0,0,0,75
1606,豊島中央病院,1618461,東京,平成22年度新規DPC準備病院,60,一般15対1,100.0%,0,0,0,60
1607,医療法人社団　けいせい会　東京北部病院,2171106,東京,平成22年度新規DPC準備病院,90,一般10対1,65.2%,0,0,0,138
1608,独立行政法人国立国際医療研究センター病院,8615072,東京,平成22年度新規DPC準備病院,723,一般7対1,90.3%,38,0,40,801
